Uid,Date,Time,src_packet,src_port,dst_packet,dst_port,Description
d5015a5e-7496-401c-8f56-2bff8119c497,08-12-2019,12:38:30,172.217.169.74,443.0,192.168.1.91,50434.0,Ether / IP / TCP 172.217.169.74:https > 192.168.1.91:50434 A
37af4d66-e200-4e12-89c9-d2940e9c8d4e,08-12-2019,12:38:30,172.217.169.35,443.0,192.168.1.91,36376.0,Ether / IP / TCP 172.217.169.35:https > 192.168.1.91:36376 A / Raw
b28eef78-4027-4a00-882f-f927373744c1,08-12-2019,12:38:30,192.168.1.91,36376.0,172.217.169.35,443.0,Ether / IP / TCP 192.168.1.91:36376 > 172.217.169.35:https A
5b96cb63-90af-4632-8cbd-1a9430a376d8,08-12-2019,12:38:30,172.217.169.35,443.0,192.168.1.91,36376.0,Ether / IP / TCP 172.217.169.35:https > 192.168.1.91:36376 A / Raw
b99d1805-a41d-4c71-9e4c-43856c71faaa,08-12-2019,12:38:30,192.168.1.91,36376.0,172.217.169.35,443.0,Ether / IP / TCP 192.168.1.91:36376 > 172.217.169.35:https A
f72349d3-62ae-4813-baee-2b707020187a,08-12-2019,12:38:31,172.217.169.35,443.0,192.168.1.91,36376.0,Ether / IP / TCP 172.217.169.35:https > 192.168.1.91:36376 PA / Raw
230d7e83-562e-4139-9b3c-f4b4186bbdae,08-12-2019,12:38:31,192.168.1.91,36376.0,172.217.169.35,443.0,Ether / IP / TCP 192.168.1.91:36376 > 172.217.169.35:https A
4e103de7-9005-44c0-a8f8-9e1d4d420a18,08-12-2019,12:38:31,172.217.169.74,443.0,192.168.1.91,50434.0,Ether / IP / TCP 172.217.169.74:https > 192.168.1.91:50434 A / Raw
43b38f83-ee5a-4151-87b5-17ec21d3b2bb,08-12-2019,12:38:31,192.168.1.91,50434.0,172.217.169.74,443.0,Ether / IP / TCP 192.168.1.91:50434 > 172.217.169.74:https A
109fb93c-f987-4554-b2b1-1f2765d3bf13,08-12-2019,12:38:31,172.217.169.74,443.0,192.168.1.91,50434.0,Ether / IP / TCP 172.217.169.74:https > 192.168.1.91:50434 A / Raw
d009bd35-bcc4-4b43-97fb-c538de616b0f,08-12-2019,12:38:32,192.168.1.91,50434.0,172.217.169.74,443.0,Ether / IP / TCP 192.168.1.91:50434 > 172.217.169.74:https A
03733590-0674-4c66-b1d0-c9616de6b256,08-12-2019,12:38:32,172.217.169.74,443.0,192.168.1.91,50434.0,Ether / IP / TCP 172.217.169.74:https > 192.168.1.91:50434 PA / Raw
ec84ae62-d714-4c70-81c8-26d224bcbb0e,08-12-2019,12:38:32,192.168.1.91,50434.0,172.217.169.74,443.0,Ether / IP / TCP 192.168.1.91:50434 > 172.217.169.74:https A
50b51f69-3364-4207-9053-e9b1ead0bf3f,08-12-2019,12:38:32,192.168.1.91,36376.0,172.217.169.35,443.0,Ether / IP / TCP 192.168.1.91:36376 > 172.217.169.35:https PA / Raw
ea1d8858-da42-4cbb-840e-ad2dda82cc97,08-12-2019,12:38:32,192.168.1.91,50434.0,172.217.169.74,443.0,Ether / IP / TCP 192.168.1.91:50434 > 172.217.169.74:https PA / Raw
667355cb-15b5-4bb0-8656-506c5475c1dd,08-12-2019,12:38:32,172.217.169.35,443.0,192.168.1.91,36376.0,Ether / IP / TCP 172.217.169.35:https > 192.168.1.91:36376 PA / Raw
842da39b-44ad-4d87-a11b-83acc3dd56bc,08-12-2019,12:38:33,192.168.1.91,36376.0,172.217.169.35,443.0,Ether / IP / TCP 192.168.1.91:36376 > 172.217.169.35:https A
af0fc824-8f43-4ba2-ad2f-6e28cbef0b4d,08-12-2019,12:38:33,172.217.169.74,443.0,192.168.1.91,50434.0,Ether / IP / TCP 172.217.169.74:https > 192.168.1.91:50434 PA / Raw
6826808a-80b8-409b-b9b8-8e06c290aeac,08-12-2019,12:38:33,192.168.1.91,50434.0,172.217.169.74,443.0,Ether / IP / TCP 192.168.1.91:50434 > 172.217.169.74:https A
2b2145f8-8769-4a58-b1bb-34594914dbe5,08-12-2019,12:38:33,192.168.1.91,,192.168.1.1,,Ether /IP /UDP ??.??
a3a1dfb1-a0e7-4381-8020-4e80b1e74da5,08-12-2019,12:38:33,192.168.1.1,,192.168.1.91,,Ether /IP /UDP ??.??
4b35baba-c9e0-4ff3-9bf6-2ab30cf53f95,08-12-2019,12:38:33,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https S
e37f4504-2136-4710-8c41-21be0c60b5b0,08-12-2019,12:38:34,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 SA
8ccf8c2b-24c2-48c6-8c9a-1332a47fed49,08-12-2019,12:38:34,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https A
bf2b5b21-fb02-4b9f-b97f-8dc17f4b45cf,08-12-2019,12:38:34,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https PA / Raw
61e781d8-0ff9-4a77-a500-b8ef479c945d,08-12-2019,12:38:34,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 A
8dc51a3a-6a61-4c01-b3d8-c1fb64269c1c,08-12-2019,12:38:35,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 A / Raw
e6d43a21-8956-43c9-b2ad-cc19b87d1291,08-12-2019,12:38:35,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https A
32d7e0a4-94a3-4263-8018-83864890221e,08-12-2019,12:38:35,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 A / Raw
827eaee6-8043-4816-8371-0e001c086d94,08-12-2019,12:38:35,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https A
c5478856-be45-4482-adc4-dcad86ebdf10,08-12-2019,12:38:35,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 PA / Raw
7cea9fc9-a756-4260-9254-61e71e52d097,08-12-2019,12:38:36,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https A
9883e910-aca9-4945-bb57-f7bba1248b1c,08-12-2019,12:38:36,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https PA / Raw
d243e3d5-99cc-40d6-aaf4-e9d8cb0eb6c4,08-12-2019,12:38:36,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 PA / Raw
9d5b2464-65af-4846-ad2c-36a33d6bb4ae,08-12-2019,12:38:36,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https A
cd62b6a1-2098-427a-a88b-4675cdc063db,08-12-2019,12:38:36,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https PA / Raw
246ed1f8-272d-45aa-a6c4-770ee26e5db0,08-12-2019,12:38:37,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 PA / Raw
3a58b965-789e-48f6-b3b2-e240fdf67153,08-12-2019,12:38:37,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https A
8d8e2e0b-bce4-4157-8f74-c6e50dcf5984,08-12-2019,12:38:37,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https PA / Raw
632cc58a-ea75-46bd-99e6-37430b94b7f5,08-12-2019,12:38:37,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https PA / Raw
ad00d8e1-9d9b-45c2-bda4-137bd64eae67,08-12-2019,12:38:38,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 A
22a94bd4-6d1a-4425-a8bd-8e7888ea7b5f,08-12-2019,12:38:38,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 A
0fd88e83-ac2d-4810-97cd-e061d2bf1ca9,08-12-2019,12:38:38,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 PA / Raw
62fc0992-8b84-48ba-af6d-660c1c44478b,08-12-2019,12:38:38,192.168.1.91,38944.0,216.58.210.46,443.0,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https A
6298493a-08ab-4897-b54d-93616d3fd888,08-12-2019,12:38:38,216.58.210.46,443.0,192.168.1.91,38944.0,Ether / IP / TCP 216.58.210.46:https > 192.168.1.91:38944 PA / Raw

2415ad7c-588e-4178-bd2c-7d79cab7e297,08-12-2019,12:38:38,192.168.1.91,38944,216.58.210.46,443,Ether / IP / TCP 192.168.1.91:38944 > 216.58.210.46:https A
