Uid,Date,Time,PingLatency,Website
e730a276-83de-4723-abfe-36df0695d4ac,29-11-2019,11:58:47,8,www.google.co.uk
a442bd15-3bad-4f19-85f0-fcdf7c8701a7,29-11-2019,11:58:51,8,www.google.co.uk
f7819237-aacc-4ae6-8b9f-1260116f761d,29-11-2019,11:58:55,8,www.google.co.uk
231edfc2-961a-461a-9b3c-c9ebd16424c4,29-11-2019,11:58:59,8,www.google.co.uk
5d905a6f-642f-4b24-9be8-60c771f5ccdf,29-11-2019,11:59:04,8,www.google.co.uk
34e89aa3-8f9f-4684-9040-d34089b2616b,29-11-2019,11:59:08,8,www.google.co.uk
bd22aba3-f31c-4ccc-a280-1485b957a55a,29-11-2019,11:59:12,8,www.google.co.uk
bde47c1e-a16b-4aee-ae89-29b121f76edc,29-11-2019,11:59:16,8,www.google.co.uk
f756db56-4984-4834-83ab-2d5443ab1ded,29-11-2019,11:59:20,8,www.google.co.uk
